*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:55:20

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0197 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 2000 250     0   182      0      0      0     0     0   125  0.454  0.542  0.542  0.438  0.431  0.419  0.408  0.395  0.000  0.000
 2000 251     1   179      0      0      0     0     0   125  0.437  0.523  0.538  0.438  0.431  0.419  0.408  0.395  0.000  0.000
 2000 252     2   176      0      0      0     0     0   125  0.430  0.512  0.534  0.437  0.431  0.419  0.408  0.395  0.000  0.000
 2000 253     3   187      0      0     12     0     0   125  0.557  0.552  0.536  0.436  0.431  0.419  0.408  0.395  0.000  0.000
 2000 254     4   221      1      8     58     0     0   125  0.512  0.566  0.569  0.470  0.460  0.447  0.439  0.432  0.000  0.000
 2000 255     5   204      1     23     58     0     0   125  0.496  0.544  0.558  0.457  0.449  0.436  0.427  0.417  0.000  0.000
 2000 256     6   195      1     31     58     0     0   125  0.496  0.531  0.549  0.449  0.442  0.429  0.419  0.408  0.000  0.000
 2000 257     7   214      1     33     80     0     0   125  0.563  0.564  0.564  0.470  0.460  0.437  0.427  0.411  0.000  0.000
 2000 258     8   221      1     36     92     0     0   125  0.544  0.568  0.568  0.470  0.460  0.447  0.439  0.424  0.000  0.000
 2000 259     9   206      1     50     92     0     0   125  0.513  0.557  0.557  0.457  0.449  0.436  0.427  0.413  0.000  0.000
 2000 260    10   194      1     58     92     0     0   125  0.479  0.539  0.551  0.449  0.442  0.429  0.419  0.406  0.000  0.000
 2000 261    11   188      1     63     92     0     0   125  0.478  0.525  0.544  0.445  0.437  0.425  0.415  0.401  0.000  0.000
 2000 262    12   205      1     64    111     0     0   125  0.557  0.565  0.564  0.469  0.447  0.426  0.417  0.402  0.000  0.000
 2000 263    13   220      2     78    145     0     0   125  0.498  0.568  0.568  0.470  0.460  0.447  0.439  0.432  0.000  0.000
 2000 264    14   221      2     83    153     0     0   125  0.540  0.559  0.568  0.470  0.460  0.445  0.439  0.432  0.000  0.000
 2000 265    15   205      2     97    153     0     0   125  0.502  0.552  0.557  0.457  0.449  0.435  0.427  0.417  0.000  0.000
 2000 266    16   193      2    105    153     0     0   125  0.459  0.534  0.550  0.449  0.442  0.428  0.419  0.408  0.000  0.000
 2000 267    17   191      2    107    155     0     0   125  0.499  0.520  0.542  0.447  0.441  0.427  0.420  0.408  0.000  0.000
 2000 268    18   186      2    110    155     0     0   125  0.471  0.521  0.538  0.443  0.437  0.424  0.415  0.403  0.000  0.000
 2000 269    19   182      2    113    155     0     0   125  0.469  0.515  0.534  0.440  0.435  0.422  0.412  0.400  0.000  0.000
 2000 270    20   180      2    113    155     0     0   125  0.469  0.510  0.531  0.440  0.433  0.422  0.411  0.398  0.000  0.000
 2000 271    21   179      2    113    155     0     0   125  0.469  0.507  0.528  0.438  0.433  0.422  0.411  0.398  0.000  0.000
 2000 272    22   178      2    113    155     0     0   125  0.469  0.504  0.526  0.437  0.433  0.422  0.411  0.398  0.000  0.000
 2000 273    23   178      2    113    155     0     0   125  0.469  0.502  0.523  0.436  0.433  0.422  0.411  0.398  0.000  0.000
 2000 274    24   188      2    113    170     0     0   125  0.489  0.566  0.543  0.437  0.433  0.422  0.411  0.398  0.000  0.000
 2000 275    25   184      2    114    170     0     0   125  0.464  0.537  0.543  0.438  0.433  0.422  0.411  0.398  0.000  0.000
 2000 276    26   212      2    115    201     0     0   125  0.553  0.563  0.565  0.470  0.460  0.441  0.424  0.403  0.000  0.000
 2000 277    27   218      2    117    211     0     0   125  0.520  0.568  0.568  0.470  0.460  0.447  0.438  0.413  0.000  0.000
 2000 278    28   201      2    130    211     0     0   125  0.459  0.547  0.557  0.457  0.449  0.436  0.426  0.406  0.000  0.000
 2000 279    29   190      2    138    211     0     0   125  0.443  0.524  0.548  0.449  0.442  0.429  0.419  0.401  0.000  0.000
