*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 15:31:22

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0199 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1990 162     0   116      0      0      0     0     0   125  0.353  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1990 163     1   115      0      0      0     0     0   125  0.342  0.393  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1990 164     2   117      0      0      2     0     0   125  0.370  0.392  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1990 165     3   156      0      0      2     1    41   125  0.545  0.567  0.482  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1990 166     4   154      0      0      2     1    41   125  0.498  0.548  0.493  0.338  0.377  0.417  0.408  0.395  0.000  0.000
 1990 167     5   151      0      0      2     1    41   125  0.484  0.523  0.497  0.341  0.378  0.416  0.408  0.395  0.000  0.000
 1990 168     6   150      0      0      2     1    41   125  0.471  0.510  0.496  0.344  0.378  0.416  0.408  0.395  0.000  0.000
 1990 169     7   147      0      0      2     1    41   125  0.443  0.500  0.494  0.346  0.378  0.415  0.408  0.395  0.000  0.000
 1990 170     8   147      0      0      2     1    41   125  0.448  0.491  0.492  0.349  0.379  0.415  0.408  0.395  0.000  0.000
 1990 171     9   145      0      0      2     1    41   125  0.437  0.485  0.490  0.351  0.379  0.415  0.408  0.395  0.000  0.000
 1990 172    10   144      0      0      2     1    41   125  0.431  0.480  0.487  0.353  0.379  0.414  0.408  0.395  0.000  0.000
 1990 173    11   144      0      0      2     1    41   125  0.426  0.475  0.485  0.355  0.380  0.414  0.407  0.395  0.000  0.000
