*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:46:17

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0194 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 2001 097     0  16.10  24.40   9.20  3.613  2.640  0.000  2.640  0.000    2.6    0.0    2.6    0.0
 2001 098     1  10.90  24.80  16.40  2.607  1.410  0.000  1.410  0.000    4.0    0.0    4.0    0.0
 2001 099     2   5.80  17.60  15.40  1.258  1.258  0.000  1.258  0.000    5.3    0.0    5.3    0.0
 2001 100     3  18.20  24.60  13.20  4.233  4.233  0.000  4.233  0.000    9.5    0.0    9.5    0.0
 2001 101     4  17.70  26.20  12.10  4.160  3.203  0.000  3.203  0.000   12.7    0.0   12.7    0.0
 2001 102     5  14.40  26.20  15.60  3.480  2.347  0.000  2.347  0.000   15.1    0.0   15.1    0.0
 2001 103     6  12.20  26.00  15.40  2.937  1.371  0.000  1.371  0.000   16.5    0.0   16.5    0.0
 2001 104     7   9.10  27.80  18.20  2.285  1.076  0.000  1.076  0.000   17.5    0.0   17.5    0.0
 2001 105     8  17.30  26.40  14.20  4.145  0.916  0.000  0.916  0.000   18.5    0.0   18.5    0.0
 2001 106     9  16.50  24.20  10.20  3.725  0.811  0.000  0.811  0.000   19.3    0.0   19.3    0.0
 2001 107    10  15.50  25.60  12.60  3.630  0.742  0.007  0.736  0.000   20.0    0.0   20.0    0.0
 2001 108    11  16.70  29.20  14.60  4.145  0.693  0.015  0.678  0.000   20.7    0.0   20.7    0.0
 2001 109    12  17.20  23.80  15.80  4.043  0.986  0.026  0.960  0.000   21.7    0.0   21.6    0.0
 2001 110    13  16.60  22.20   9.40  3.624  0.680  0.032  0.648  0.000   22.4    0.1   22.3    0.0
 2001 111    14  16.50  20.80   6.10  3.433  0.644  0.037  0.607  0.000   23.0    0.1   22.9    0.0
 2001 112    15  16.30  21.00   2.60  3.292  0.614  0.040  0.574  0.000   23.6    0.2   23.5    0.0
 2001 113    16   5.10  17.40  12.40  1.072  0.758  0.013  0.745  0.000   24.4    0.2   24.2    0.0
 2001 114    17  12.70  18.40   9.40  2.633  2.633  0.044  2.589  0.000   27.0    0.2   26.8    0.0
 2001 115    18   8.60  20.40   6.00  1.776  1.203  0.038  1.165  0.000   28.2    0.3   28.0    0.0
 2001 116    19  15.20  22.20  14.00  3.444  2.833  0.089  2.745  0.000   31.1    0.3   30.7    0.0
 2001 117    20  11.50  22.60  10.40  2.538  1.509  0.089  1.420  0.000   32.6    0.4   32.1    0.0
 2001 118    21   4.80  17.00  10.20  0.980  0.980  0.043  0.937  0.000   33.5    0.5   33.1    0.0
 2001 119    22   8.10  18.40   5.00  1.606  1.531  0.079  1.452  0.000   35.1    0.6   34.5    0.0
 2001 120    23   5.30  18.80  11.80  1.124  0.939  0.059  0.880  0.000   36.0    0.6   35.4    0.0
 2001 121    24   4.80  19.80  15.00  1.060  1.060  0.064  0.995  0.000   37.1    0.7   36.4    0.0
 2001 122    25  15.10  17.80   9.10  3.077  3.077  0.221  2.857  0.000   40.1    0.9   39.3    0.0
 2001 123    26  13.30  15.80   6.60  2.571  2.571  0.203  2.368  0.000   42.7    1.1   41.6    0.0
 2001 124    27  10.70  15.80   8.20  2.099  1.640  0.175  1.465  0.000   44.4    1.3   43.1    0.0
 2001 125    28  13.00  18.80   8.00  2.654  2.654  0.235  2.419  0.000   47.0    1.5   45.5    0.0
 2001 126    29  10.10  18.60   4.20  1.983  1.832  0.190  1.642  0.000   48.8    1.7   47.1    0.0
 2001 127    30   6.40  20.40   7.40  1.327  1.320  0.130  1.190  0.000   50.2    1.8   48.3    0.0
 2001 128    31   4.40  18.20  14.40  0.942  0.942  0.100  0.842  0.000   51.1    1.9   49.2    0.0
 2001 129    32   6.30  19.20  12.60  1.343  1.343  0.159  1.184  0.000   52.5    2.1   50.4    0.0
 2001 130    33  10.80  17.80   8.70  2.179  2.179  0.284  1.894  0.000   54.6    2.4   52.3    0.0
 2001 131    34   5.20  14.60   7.60  0.991  0.991  0.138  0.853  0.000   55.6    2.5   53.1    0.0
 2001 132    35  10.80  17.40   7.40  2.137  2.137  0.308  1.829  0.000   57.8    2.8   54.9    0.0
 2001 133    36  11.00  14.20   3.80  2.002  1.499  0.305  1.195  0.000   59.3    3.1   56.1    0.0
 2001 134    37  11.30  17.80   3.40  2.163  2.163  0.320  1.844  0.000   61.4    3.4   58.0    0.0
 2001 135    38   4.40  16.20   6.20  0.846  0.846  0.122  0.724  0.000   62.3    3.6   58.7    0.0
 2001 136    39   4.10  15.80  11.80  0.826  0.826  0.125  0.701  0.000   63.1    3.7   59.4    0.0
 2001 137    40  10.00  18.60  11.20  2.079  2.079  0.335  1.745  0.000   65.2    4.0   61.1    0.0
 2001 138    41   5.20  18.40  10.40  1.069  1.069  0.188  0.880  0.000   66.2    4.2   62.0    0.0
 2001 139    42  11.20  19.00   7.60  2.260  2.260  0.425  1.835  0.000   68.5    4.6   63.9    0.0
 2001 140    43   4.00  17.00  11.30  0.811  0.598  0.162  0.436  0.000   69.1    4.8   64.3    0.0
 2001 141    44   4.00  15.20  12.10  0.796  0.796  0.169  0.627  0.000   69.9    5.0   64.9    0.0
 2001 142    45   4.50  19.20  13.00  0.952  0.952  0.213  0.738  0.000   70.8    5.2   65.7    0.0
 2001 143    46  10.00  19.00   8.30  2.018  2.018  0.488  1.530  0.000   72.9    5.7   67.2    0.0
 2001 144    47  12.20  22.40   6.00  2.522  2.522  0.643  1.878  0.000   75.4    6.3   69.1    0.0
 2001 145    48  12.20  22.20   8.80  2.573  2.265  0.697  1.569  0.000   77.7    7.0   70.6    0.0
 2001 146    49  10.90  24.40   8.00  2.344  2.344  0.679  1.666  0.000   80.0    7.7   72.3    0.0
 2001 147    50   9.50  24.80  10.50  2.093  2.093  0.649  1.443  0.000   82.1    8.3   73.7    0.0
 2001 148    51   7.60  20.80   7.80  1.549  1.549  0.518  1.030  0.000   83.6    8.9   74.8    0.0
 2001 149    52   9.20  24.20  14.40  2.068  1.905  0.725  1.180  0.000   85.5    9.6   76.0    0.0
 2001 150    53   4.10  19.60  13.40  0.860  0.860  0.326  0.533  0.000   86.4    9.9   76.5    0.0
 2001 151    54   3.80  22.20  17.40  0.850  0.850  0.338  0.512  0.000   87.3   10.2   77.0    0.0
 2001 152    55   4.70  23.20  15.60  1.046  1.046  0.434  0.613  0.000   88.3   10.7   77.6    0.0
 2001 153    56   3.70  18.80  16.00  0.781  0.781  0.339  0.442  0.000   89.1   11.0   78.1    0.0
 2001 154    57   3.70  20.80  16.30  0.801  0.801  0.360  0.441  0.000   89.9   11.4   78.5    0.0
 2001 155    58   3.60  20.20  13.80  0.756  0.756  0.351  0.406  0.000   90.6   11.7   78.9    0.0
 2001 156    59   3.60  20.80  15.40  0.772  0.772  0.365  0.407  0.000   91.4   12.1   79.3    0.0
 2001 157    60  12.40  17.00   7.90  2.360  2.360  1.146  1.214  0.000   93.8   13.2   80.5    0.0
 2001 158    61  12.30  21.60   4.20  2.409  2.409  1.193  1.216  0.000   96.2   14.4   81.7    0.0
 2001 159    62   4.20  20.00  10.80  0.854  0.854  0.429  0.425  0.000   97.0   14.9   82.2    0.0
 2001 160    63   3.70  20.80  12.40  0.769  0.769  0.397  0.372  0.000   97.8   15.3   82.5    0.0
 2001 161    64   3.60  21.20  15.70  0.773  0.773  0.408  0.365  0.000   98.6   15.7   82.9    0.0
 2001 162    65   7.80  20.80  14.00  1.640  1.640  0.884  0.756  0.000  100.2   16.6   83.7    0.0
 2001 163    66   7.70  25.00  13.20  1.691  1.691  0.950  0.741  0.000  101.9   17.5   84.4    0.0
 2001 164    67   6.50  26.60  12.60  1.446  1.446  0.836  0.610  0.000  103.3   18.3   85.0    0.0
 2001 165    68  11.70  25.80  16.20  2.649  2.333  1.559  0.774  0.000  105.7   19.9   85.8    0.0
 2001 166    69   3.50  14.00  11.90  0.654  0.654  0.396  0.258  0.000  106.3   20.3   86.0    0.0
 2001 167    70   5.20  13.80   8.80  0.941  0.941  0.572  0.369  0.000  107.3   20.9   86.4    0.0
 2001 168    71   4.70  13.80   7.80  0.842  0.842  0.514  0.327  0.000  108.1   21.4   86.7    0.0
