*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 16:35:33

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0221 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   SNW0C   SNW1C
 1999 250    18    15    0.4      0   0.01      4      1      0      5      5      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  226.4   0.04   0.04    0.7   0.66   0.04   0.04   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00       0       0
 1999 251    19    16    0.4      0   0.01      4      1      0      5      5      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  223.4   0.04   0.04    0.7   0.71   0.04   0.04   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00       0       0
 1999 252    20    17    0.5      0   0.01      4      1      0      5      5      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  219.3   0.04   0.04    0.7   0.75   0.05   0.05   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00       0       0
 1999 253    21    18    0.5      0   0.01      4      1      0      6      6      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  215.3   0.04   0.04    0.7   0.77   0.05   0.05   0.04   0.01   0.00   0.00   0.00   0.00   0.00   0.00       0       0
 1999 254    22    19    0.5      0   0.01      5      1      0      6      6      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  212.6   0.04   0.04    0.7   0.80   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       0
 1999 255    23    20    0.6      0   0.01      5      1      0      7      6      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  211.7   0.04   0.04    0.7   0.84   0.05   0.05   0.04   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1999 256    24    21    0.7      0   0.01      5      2      0      8      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  216.7   0.04   0.04    0.8   0.93   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1999 257    25    22    0.7      0   0.01      5      2      0      8      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  215.2   0.05   0.05    0.8   0.97   0.06   0.06   0.05   0.01   0.01   0.00   0.00   0.00   0.00   0.00       0       1
 1999 258    26    23    0.8      0   0.01      5      2      0      9      7      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  212.9   0.05   0.05    0.8   1.01   0.06   0.06   0.05   0.01   0.01   0.01   0.00   0.00   0.00   0.00       0       1
 1999 259    27    24    0.8      0   0.01      6      2      0     10      8      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  213.5   0.05   0.05    0.9   1.09   0.07   0.07   0.06   0.01   0.01   0.01   0.00   0.00   0.00   0.00       0       1
 1999 260    28    25    0.9      0   0.01      6      2      0     11      8      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  213.4   0.05   0.05    0.9   1.15   0.07   0.07   0.06   0.02   0.01   0.01   0.00   0.00   0.00   0.00       0       1
 1999 261    29    26    1.1      0   0.01      7      3      0     12      9      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  219.3   0.05   0.05    0.9   1.25   0.07   0.07   0.06   0.02   0.02   0.01   0.00   0.00   0.00   0.00       0       1
 1999 262    30    27    1.2      0   0.02      8      3      0     12     10      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  214.0   0.06   0.06    0.9   1.25   0.08   0.08   0.07   0.02   0.02   0.01   0.00   0.00   0.00   0.00       0       1
 1999 263    31    28    1.4      0   0.02      9      3      0     13     12      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  215.5   0.06   0.06    1.0   1.25   0.08   0.08   0.07   0.02   0.02   0.01   0.01   0.00   0.00   0.00       0       1
 1999 264    32    29    1.5      0   0.02     10      3      0     14     13      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  214.6   0.07   0.07    1.0   1.25   0.09   0.09   0.07   0.02   0.02   0.01   0.01   0.00   0.00   0.00       0       1
 1999 265    33    30    1.6      0   0.02     10      4      0     15     14      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  212.5   0.07   0.07    1.1   1.25   0.09   0.09   0.08   0.02   0.02   0.01   0.01   0.00   0.00   0.00       0       1
 1999 266    34    31    1.7      0   0.02     11      4      0     16     15      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  209.2   0.08   0.08    1.1   1.25   0.09   0.09   0.08   0.03   0.02   0.02   0.01   0.00   0.00   0.00       0       1
 1999 267    35    32    1.9      0   0.03     12      5      0     18     17      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  208.3   0.08   0.08    1.2   1.25   0.10   0.10   0.09   0.03   0.03   0.02   0.01   0.00   0.00   0.00       0       1
 1999 268    36    33    2.0      0   0.03     13      5      0     18     17      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  212.6   0.09   0.08    1.2   1.25   0.10   0.10   0.09   0.03   0.03   0.02   0.01   0.00   0.00   0.00       0       1
 1999 269    37    34    2.1      0   0.03     13      5      0     19     18      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  218.4   0.09   0.09    1.1   1.25   0.10   0.10   0.09   0.03   0.03   0.02   0.01   0.00   0.00   0.00       0       1
 1999 270    38    35    2.2      0   0.03     15      5      0     20     20      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  216.8   0.09   0.09    1.2   1.25   0.11   0.11   0.10   0.03   0.03   0.02   0.01   0.01   0.00   0.00       0       1
 1999 271    39    36    2.4      0   0.04     16      6      0     21     21      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  224.0   0.10   0.10    1.2   1.25   0.11   0.11   0.10   0.03   0.03   0.02   0.01   0.01   0.00   0.00       0       2
 1999 272    40    37    2.5      0   0.04     17      6      0     22     23      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  217.2   0.10   0.10    1.2   1.25   0.12   0.12   0.11   0.04   0.03   0.02   0.01   0.01   0.00   0.00       0       2
 1999 273    41    38    2.6      0   0.04     18      7      0     24     25      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  214.8   0.10   0.10    1.3   1.25   0.13   0.13   0.12   0.04   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 274    42    39    2.6      0   0.04     19      7      0     24     26      0     0.0  0.000      0      0  0.000  0.000  0.000  0.049    5.72   0.00   0.00      0      0  213.9   0.11   0.10    1.3   1.25   0.13   0.12   0.12   0.04   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 275    43    40    2.7      0   0.04     20      8      0     25     28      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  208.8   0.11   0.11    1.3   1.25   0.13   0.13   0.12   0.04   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 276    44    41    2.7      0   0.04     21      8      0     26     29      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  204.9   0.11   0.11    1.3   1.25   0.14   0.13   0.13   0.05   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 277    45    42    2.7      0   0.04     21      9      0     27     30      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  201.7   0.11   0.11    1.3   1.25   0.14   0.14   0.13   0.05   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 278    46    43    2.8      0   0.04     22      9      0     28     31      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  201.9   0.11   0.11    1.3   1.25   0.14   0.14   0.13   0.05   0.04   0.03   0.02   0.01   0.00   0.00       0       2
 1999 279    47    44    2.9      0   0.05     23     10      0     30     33      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  205.3   0.11   0.11    1.4   1.25   0.15   0.15   0.14   0.05   0.05   0.03   0.02   0.01   0.00   0.00       0       2
 1999 280    48    45    3.1      0   0.05     24     10      0     30     34      0     0.0  0.000      0      0  0.000  0.000  0.000  0.077    5.72   0.00   0.00      0      0  210.0   0.12   0.12    1.3   1.25   0.15   0.14   0.14   0.05   0.05   0.04   0.02   0.01   0.00   0.00       0       3
 1999 281    49    46    3.2      0   0.05     26     11      0     31     37      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  212.3   0.12   0.12    1.4   1.25   0.16   0.15   0.15   0.06   0.05   0.04   0.02   0.01   0.00   0.00       0       3
 1999 282    50    47    3.3      0   0.06     28     12      0     33     40      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  210.4   0.13   0.12    1.4   1.25   0.17   0.16   0.16   0.06   0.05   0.04   0.03   0.01   0.00   0.00       0       3
 1999 283    51    48    3.4      0   0.06     30     14      0     35     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  208.1   0.13   0.13    1.5   1.25   0.18   0.17   0.17   0.06   0.06   0.04   0.03   0.01   0.00   0.00       0       3
 1999 284    52    49    3.5      0   0.07     33     16      0     39     49      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  207.9   0.13   0.13    1.7   1.25   0.19   0.18   0.18   0.07   0.06   0.05   0.03   0.02   0.00   0.00       0       3
 1999 285    53    50    3.7      0   0.07     34     17      0     40     51      0     0.0  0.000      0      0  0.000  0.000  0.000  0.028    5.72   0.00   0.00      0      0  213.4   0.14   0.14    1.7   1.25   0.20   0.18   0.19   0.07   0.06   0.05   0.03   0.02   0.00   0.00       0       3
 1999 286    54    51    3.8      0   0.08     35     18      0     41     53      0     0.0  0.000      0      0  0.000  0.000  0.000  0.073    5.72   0.00   0.00      0      0  220.0   0.15   0.14    1.7   1.25   0.20   0.19   0.19   0.07   0.07   0.05   0.03   0.02   0.00   0.00       0       4
 1999 287    55    52    3.9      0   0.08     37     19      0     42     55      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  220.9   0.15   0.15    1.7   1.25   0.21   0.19   0.19   0.08   0.07   0.05   0.04   0.02   0.00   0.00       0       4
 1999 288    56    53    4.1      0   0.09     39     21      0     45     59      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  228.3   0.15   0.15    1.8   1.25   0.22   0.20   0.21   0.08   0.07   0.06   0.04   0.02   0.00   0.00       0       4
 1999 289    57    54    4.2      0   0.10     42     24      0     49     66      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  227.0   0.16   0.15    2.0   1.25   0.24   0.22   0.22   0.09   0.08   0.06   0.04   0.02   0.00   0.00       0       4
 1999 290    58    55    4.4      0   0.10     46     29      0     55     75      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  225.8   0.17   0.15    2.2   1.25   0.26   0.25   0.25   0.10   0.09   0.07   0.05   0.02   0.00   0.00       0       5
 1999 291    59    56    4.6      0   0.11     49     35      0     62     85      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  227.5   0.17   0.15    2.6   1.25   0.29   0.28   0.28   0.11   0.10   0.08   0.06   0.03   0.00   0.00       0       5
 1999 292    60    57    4.8      0   0.12     53     42      0     69     95      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  226.6   0.18   0.15    2.9   1.25   0.32   0.31   0.31   0.13   0.11   0.09   0.06   0.03   0.00   0.00       0       5
 1999 293    61    58    5.0      0   0.13     57     50      0     77    107      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  228.0   0.19   0.15    3.4   1.25   0.36   0.34   0.34   0.14   0.13   0.10   0.07   0.04   0.00   0.00       0       6
 1999 294    62    59    5.2      0   0.15     65     55      0     82    120      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  233.5   0.20   0.15    3.6   1.25   0.38   0.36   0.37   0.15   0.13   0.11   0.08   0.04   0.00   0.00       0       6
 1999 295    63    60    5.3      0   0.17     72     61      0     87    133      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  235.4   0.21   0.15    3.9   1.25   0.40   0.39   0.39   0.16   0.14   0.12   0.08   0.04   0.00   0.00       0       7
 1999 296    64    61    5.5      0   0.19     80     66      0     92    146      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  239.1   0.22   0.15    4.2   1.25   0.42   0.41   0.41   0.17   0.15   0.12   0.09   0.04   0.00   0.00       0       7
 1999 297    65    62    5.7      0   0.21     87     72      0     97    160      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  244.5   0.22   0.15    4.4   1.25   0.44   0.43   0.43   0.18   0.16   0.13   0.09   0.05   0.00   0.00       0       8
 1999 298    66    63    5.9      0   0.24     96     79      0    103    175      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  252.8   0.23   0.15    4.7   1.25   0.47   0.45   0.46   0.19   0.17   0.14   0.10   0.05   0.00   0.00       0       8
 1999 299    67    64    6.0      0   0.28    110     91      0    112    200      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  251.4   0.24   0.15    5.2   1.25   0.51   0.50   0.50   0.21   0.19   0.15   0.11   0.05   0.00   0.00       0       9
 1999 300    68    65    6.2      0   0.32    126    104      0    123    229      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  254.3   0.25   0.15    5.7   1.25   0.56   0.54   0.55   0.23   0.20   0.17   0.12   0.06   0.00   0.00       0      10
 1999 301    69    66    6.5      0   0.37    141    117      0    134    259      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  261.3   0.26   0.15    6.3   1.25   0.61   0.59   0.59   0.25   0.22   0.18   0.13   0.07   0.00   0.00       0      10
 1999 302    70    67    6.7      0   0.43    161    135      0    148    296      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  266.7   0.27   0.15    7.0   1.25   0.66   0.65   0.65   0.27   0.25   0.20   0.14   0.07   0.00   0.00       0      11
 1999 303    71    68    6.9      0   0.49    177    150      0    159    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  278.1   0.29   0.15    7.6   1.25   0.71   0.70   0.70   0.29   0.26   0.21   0.15   0.08   0.00   0.00       0      12
 1999 304    72    69    7.1      0   0.56    200    171      0    174    371      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  282.7   0.30   0.15    8.4   1.25   0.78   0.76   0.77   0.32   0.29   0.24   0.17   0.09   0.00   0.00       0      13
 1999 305    73    70    7.3      0   0.63    215    186      0    185    401      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  293.9   0.31   0.15    9.0   1.25   0.83   0.81   0.81   0.34   0.31   0.25   0.18   0.09   0.00   0.00       0      15
 1999 306    74    71    7.6      1   0.71    245    216      0    206    461      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  291.5   0.32   0.15   10.1   1.25   0.92   0.90   0.90   0.38   0.34   0.28   0.20   0.10   0.00   0.00       0      16
 1999 307    75    72    7.7      1   0.79    274    247      0    227    521      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  287.3   0.33   0.15   11.1   1.25   1.01   0.99   0.99   0.42   0.38   0.31   0.22   0.11   0.00   0.00       0      17
 1999 308    76    73    7.9      1   0.82    285    259      0    234    544      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  285.8   0.33   0.15   11.3   1.25   1.04   1.02   1.03   0.43   0.39   0.32   0.23   0.12   0.00   0.00       0      18
 1999 309    77    74    8.0      1   0.87    317    293      0    257    610      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.70   0.00   0.00      0      0  274.2   0.34   0.15   12.4   1.25   1.13   1.12   1.12   0.48   0.43   0.35   0.25   0.13   0.00   0.00       0      19
 1999 310    78    75    8.2      1   0.94    356    338      0    285    694      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.70   0.00   0.00      0      0  264.1   0.35   0.15   13.7   1.25   1.26   1.24   1.25   0.53   0.48   0.39   0.28   0.14   0.00   0.00       1      20
 1999 311    79    76    8.3      1   1.00    379    365      0    301    744      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  262.6   0.35   0.15   14.5   1.25   1.33   1.31   1.32   0.56   0.50   0.41   0.29   0.15   0.00   0.00       2      22
 1999 312    80    77    8.4      1   1.03    406    396      0    321    803      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.71   0.00   0.00      0      0  253.3   0.36   0.15   15.4   1.25   1.41   1.40   1.40   0.60   0.54   0.44   0.31   0.16   0.00   0.00       3      23
 1999 313    81    78    8.5      1   1.05    432    426      0    339    858      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  244.2   0.36   0.15   16.2   1.25   1.49   1.48   1.48   0.63   0.57   0.46   0.33   0.17   0.00   0.00       5      24
 1999 314    82    79    8.6      1   1.09    461    461      0    360    922      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  235.9   0.37   0.15   17.2   1.25   1.58   1.57   1.57   0.67   0.60   0.49   0.35   0.18   0.00   0.00       6      24
 1999 315    83    80    8.7      1   1.15    502    512      0    390   1013      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  229.0   0.37   0.15   18.5   1.25   1.71   1.70   1.70   0.72   0.65   0.53   0.38   0.20   0.00   0.00       9      26
 1999 316    84    81    8.9      1   1.23    548    570      0    423   1118      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.73   0.00   0.00      0      0  223.6   0.38   0.15   20.1   1.25   1.85   1.84   1.84   0.79   0.71   0.58   0.42   0.21   0.00   0.00      12      28
 1999 317    85    82    9.1      1   1.31    594    630      0    456   1224      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  221.2   0.39   0.15   21.9   1.25   2.00   1.98   1.99   0.85   0.76   0.62   0.45   0.23   0.00   0.00      16      31
 1999 318    86    83    9.3      1   1.40    639    691      0    489   1330      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.76   0.00   0.00      0      0  218.4   0.40   0.15   23.7   1.25   2.14   2.12   2.12   0.91   0.82   0.67   0.48   0.25   0.00   0.00      20      34
 1999 319    87    84    9.6      1   1.48    690    761      0    525   1450      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.77   0.00   0.00      0      0  214.8   0.41   0.15   25.9   1.25   2.29   2.28   2.28   0.98   0.88   0.72   0.52   0.27   0.00   0.00      27      37
 1999 320    88    85    9.8      3   1.56    740    836      0    564   1576      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.75   0.00   0.00      0      0  210.4   0.42   0.15   25.9   1.25   2.47   2.45   2.45   1.05   0.95   0.77   0.56   0.29   0.00   0.00      36      41
 1999 321    89    86   10.0      3   1.64    791    911      0    602   1702      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000    5.72   0.00   0.00      0      0  206.9   0.43   0.15   25.9   1.25   2.63   2.61   2.62   1.12   1.01   0.82   0.59   0.31   0.00   0.00      40      45
 1999 322    90    87   10.2      3   1.72    841    988      0    638   1831      0     0.0  0.000      2     17  0.000  0.000  0.000  0.000    5.69   0.00   0.00      0      2  204.1   0.44   0.15   25.9   1.25   2.79   2.77   2.77   1.19   1.07   0.88   0.63   0.33   0.00   0.00      45      49
 1999 323    91    88   10.4      3   1.79    886   1062      0    673   1958      0     0.0  0.000     10     51  0.000  0.000  0.000  0.000    5.62   0.00   0.00      0     10  202.1   0.45   0.15   30.2   1.25   2.94   2.92   2.93   1.25   1.13   0.92   0.67   0.34   0.00   0.00      50      53
 1999 324    92    89   10.6      3   1.87    933   1141      0    708   2094      0     0.0  0.000     20     72  0.000  0.000  0.000  0.000    5.52   0.00   0.01      0     20  200.1   0.46   0.15   35.2   1.25   3.09   3.08   3.08   1.32   1.19   0.97   0.70   0.36   0.00   0.00      55      58
 1999 325    93    90   10.8      3   1.94    989   1234      0    749   2257      0     0.0  0.000     33    100  0.000  0.000  0.000  0.000    5.41   0.00   0.01      0     33  195.9   0.47   0.15   41.0   1.25   3.27   3.26   3.26   1.40   1.26   1.03   0.74   0.38   0.00   0.00      60      62
 1999 326    94    91   11.0      3   1.97   1033   1329      0    804   2413      0     0.0  0.000     51    132  0.000  0.000  0.178  0.000    5.29   0.00   0.02      0     51  190.9   0.48   0.15   47.7   1.25   3.51   3.50   3.50   1.50   1.35   1.11   0.80   0.41   0.00   0.00      65      67
 1999 327    95    92   11.2      3   2.02   1063   1384      0    827   2518      0     0.0  0.000     71    149  0.000  0.000  0.000  0.000    5.27   0.00   0.03      0     71  189.9   0.49   0.15   47.9   1.25   3.61   3.60   3.60   1.54   1.39   1.14   0.82   0.42   0.00   0.00      69      71
 1999 328    96    93   11.4      3   2.06   1104   1469      0    865   2667      0     0.0  0.000     93    164  0.000  0.000  0.071  0.000    5.18   0.00   0.03      0     93  186.8   0.50   0.15   55.6   1.25   3.78   3.77   3.77   1.61   1.46   1.19   0.86   0.44   0.00   0.00      75      77
