*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:44:49

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0105 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1975 097     0  18.30  29.40  14.20  4.725  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1975 098     1  14.00  24.60   9.30  3.280  1.760  0.000  1.760  0.000    4.1    0.0    4.1    0.0
 1975 099     2  18.70  23.90   5.10  4.188  1.501  0.000  1.501  0.000    5.6    0.0    5.6    0.0
 1975 100     3  12.50  25.40   8.90  2.949  2.949  0.000  2.949  0.000    8.6    0.0    8.6    0.0
 1975 101     4  14.10  25.20   8.70  3.312  3.208  0.000  3.208  0.000   11.8    0.0   11.8    0.0
 1975 102     5  18.60  22.30   7.00  4.147  3.347  0.000  3.347  0.000   15.1    0.0   15.1    0.0
 1975 103     6  15.80  25.80   7.90  3.715  1.449  0.000  1.449  0.000   16.6    0.0   16.6    0.0
 1975 104     7  10.20  21.30   9.40  2.292  1.112  0.000  1.112  0.000   17.7    0.0   17.7    0.0
 1975 105     8  17.40  20.60   5.80  3.751  0.938  0.000  0.938  0.000   18.6    0.0   18.6    0.0
 1975 106     9  17.90  22.70   2.70  3.860  0.826  0.000  0.826  0.000   19.5    0.0   19.5    0.0
 1975 107    10  18.00  25.20   5.40  4.111  0.747  0.000  0.747  0.000   20.2    0.0   20.2    0.0
 1975 108    11  16.70  27.20   4.10  3.870  0.687  0.000  0.687  0.000   20.9    0.0   20.9    0.0
 1975 109    12  16.70  29.80  10.10  4.196  0.639  0.000  0.639  0.000   21.5    0.0   21.5    0.0
 1975 110    13  12.30  30.00  13.50  3.180  0.808  0.007  0.800  0.000   22.3    0.0   22.3    0.0
 1975 111    14  13.40  28.40  17.60  3.508  0.585  0.017  0.568  0.000   22.9    0.0   22.9    0.0
 1975 112    15  10.50  29.20  18.90  2.799  0.562  0.022  0.540  0.000   23.5    0.0   23.4    0.0
 1975 113    16  15.90  23.20  10.20  3.682  0.758  0.042  0.716  0.000   24.2    0.1   24.2    0.0
 1975 114    17  15.90  27.20   6.00  3.737  0.746  0.051  0.695  0.000   25.0    0.1   24.9    0.0
 1975 115    18  15.20  29.00   8.60  3.727  0.554  0.078  0.476  0.000   25.5    0.2   25.3    0.0
 1975 116    19  13.50  28.10  15.20  3.444  0.566  0.106  0.460  0.000   26.1    0.3   25.8    0.0
 1975 117    20   5.00  18.70  16.20  1.145  0.695  0.050  0.645  0.000   26.8    0.4   26.4    0.0
 1975 118    21  14.10  26.60  15.40  3.529  3.529  0.189  3.340  0.000   30.3    0.6   29.8    0.0
 1975 119    22   7.80  21.00  12.10  1.769  1.769  0.122  1.648  0.000   32.1    0.7   31.4    0.0
 1975 120    23  13.90  17.90   6.50  2.870  2.870  0.226  2.644  0.000   35.0    0.9   34.1    0.0
 1975 121    24  11.00  17.50   5.60  2.237  2.237  0.189  2.049  0.000   37.2    1.1   36.1    0.0
 1975 122    25   8.60  14.50   9.40  1.736  1.736  0.155  1.581  0.000   38.9    1.3   37.7    0.0
 1975 123    26  13.30  19.10   8.60  2.841  2.841  0.268  2.573  0.000   41.8    1.5   40.3    0.0
 1975 124    27  15.00  19.00   5.30  3.100  2.725  0.317  2.407  0.000   44.5    1.8   42.7    0.0
 1975 125    28  15.00  19.00   2.40  3.012  3.012  0.326  2.686  0.000   47.5    2.2   45.4    0.0
 1975 126    29  14.90  21.30   1.70  3.076  1.832  0.306  1.527  0.000   49.4    2.5   46.9    0.0
 1975 127    30  14.60  22.50   3.90  3.133  1.419  0.274  1.145  0.000   50.8    2.7   48.0    0.0
 1975 128    31  12.00  26.60   5.40  2.752  1.213  0.255  0.957  0.000   52.0    3.0   49.0    0.0
 1975 129    32  11.30  30.20  12.50  2.860  1.145  0.306  0.839  0.000   53.1    3.3   49.8    0.0
 1975 130    33   6.00  23.30  16.50  1.439  0.946  0.189  0.757  0.000   54.1    3.5   50.6    0.0
 1975 131    34   4.40  21.10  16.00  1.020  1.020  0.157  0.863  0.000   55.1    3.7   51.4    0.0
 1975 132    35   6.10  22.00  12.40  1.382  1.382  0.247  1.135  0.000   56.5    3.9   52.6    0.0
 1975 133    36   4.20  17.90  14.90  0.919  0.919  0.182  0.737  0.000   57.4    4.1   53.3    0.0
 1975 134    37   4.30  17.50  13.80  0.925  0.925  0.197  0.729  0.000   58.3    4.3   54.0    0.0
 1975 135    38  10.70  18.40  11.40  2.276  2.276  0.517  1.759  0.000   60.6    4.8   55.8    0.0
 1975 136    39  11.30  16.90   6.80  2.253  2.253  0.530  1.724  0.000   62.9    5.3   57.5    0.0
 1975 137    40  12.70  16.90   6.70  2.527  2.527  0.611  1.916  0.000   65.4    5.9   59.4    0.0
 1975 138    41   9.50  16.40   5.30  1.849  1.535  0.463  1.072  0.000   66.9    6.4   60.5    0.0
 1975 139    42  10.40  19.10   5.00  2.097  2.097  0.537  1.560  0.000   69.0    6.9   62.1    0.0
 1975 140    43  10.10  20.10   9.70  2.153  2.153  0.568  1.584  0.000   71.2    7.5   63.7    0.0
 1975 141    44  10.20  22.10   8.20  2.197  2.197  0.618  1.580  0.000   73.4    8.1   65.2    0.0
 1975 142    45  13.30  23.90   7.00  2.895  2.348  0.867  1.481  0.000   75.7    9.0   66.7    0.0
 1975 143    46  11.90  22.40   7.40  2.540  1.997  0.820  1.178  0.000   77.7    9.8   67.9    0.0
 1975 144    47  11.90  24.40  11.80  2.697  1.881  0.928  0.953  0.000   79.6   10.7   68.9    0.0
 1975 145    48  12.20  23.70   7.30  2.625  1.751  0.984  0.767  0.000   81.3   11.7   69.6    0.0
 1975 146    49  10.50  23.20   9.90  2.288  1.614  0.912  0.702  0.000   83.0   12.6   70.3    0.0
 1975 147    50  12.90  25.50   7.60  2.829  1.839  1.187  0.652  0.000   84.8   13.8   71.0    0.0
 1975 148    51  12.30  25.10  11.70  2.767  1.840  1.230  0.611  0.000   86.6   15.0   71.6    0.0
 1975 149    52  12.70  25.30  11.30  2.842  1.922  1.346  0.576  0.000   88.6   16.4   72.2    0.0
 1975 150    53   8.30  23.90  12.30  1.833  1.465  0.918  0.547  0.000   90.0   17.3   72.7    0.0
 1975 151    54   3.70  19.90  13.20  0.779  0.779  0.411  0.369  0.000   90.8   17.7   73.1    0.0
 1975 152    55   3.70  14.10  10.20  0.699  0.699  0.379  0.319  0.000   91.5   18.1   73.4    0.0
 1975 153    56   8.30  15.30   5.20  1.517  1.517  0.840  0.677  0.000   93.0   18.9   74.1    0.0
 1975 154    57   9.10  14.40   2.70  1.598  1.598  0.895  0.703  0.000   94.6   19.8   74.8    0.0
 1975 155    58  12.60  15.30   4.80  2.304  2.304  1.210  1.094  0.000   96.9   21.0   75.9    0.0
 1975 156    59  10.50  16.10   2.40  1.896  1.896  1.003  0.893  0.000   98.8   22.0   76.8    0.0
 1975 157    60   9.50  15.70   8.80  1.826  1.826  0.894  0.932  0.000  100.6   22.9   77.7    0.0
 1975 158    61  12.40  14.30   3.80  2.218  2.218  1.116  1.102  0.000  102.9   24.1   78.8    0.0
 1975 159    62  12.40  16.90   3.10  2.294  2.294  1.132  1.162  0.000  105.2   25.2   80.0    0.0
 1975 160    63  12.40  19.00  -0.50  2.290  2.290  1.087  1.203  0.000  107.4   26.3   81.2    0.0
 1975 161    64  12.00  16.90   2.80  2.272  2.272  0.729  1.543  0.000  109.7   27.0   82.7    0.0
 1975 162    65   7.80  16.60  -0.80  1.420  1.090  0.436  0.654  0.000  110.8   27.4   83.4    0.0
 1975 163    66   7.40  19.10   5.80  1.519  1.519  0.284  1.235  0.000  112.3   27.7   84.6    0.0
 1975 164    67  11.50  16.90   1.30  2.182  2.182  0.447  1.735  0.000  114.5   28.2   86.3    0.0
 1975 165    68   8.80  17.70   4.60  1.753  1.750  0.311  1.440  0.000  116.3   28.5   87.8    0.0
 1975 166    69   9.20  20.20   7.80  1.952  1.479  0.373  1.105  0.000  117.7   28.9   88.9    0.0
 1975 167    70  11.90  22.70   3.90  2.512  2.512  0.538  1.975  0.000  120.2   29.4   90.9    0.0
 1975 168    71   9.20  21.80   4.40  1.921  1.921  0.454  1.467  0.000  122.2   29.9   92.3    0.0
 1975 169    72  11.20  23.70   6.80  2.443  2.029  0.626  1.403  0.000  124.2   30.5   93.7    0.0
 1975 170    73  11.80  24.00   5.30  2.538  1.773  0.730  1.043  0.000  126.0   31.2   94.8    0.0
 1975 171    74  11.60  24.40   4.10  2.470  1.786  0.791  0.995  0.000  127.8   32.0   95.8    0.0
 1975 172    75   5.40  20.50   9.20  1.138  1.138  0.389  0.749  0.000  128.9   32.4   96.5    0.0
 1975 173    76  11.20  18.40   6.60  2.235  2.235  0.800  1.436  0.000  131.1   33.2   97.9    0.0
 1975 174    77  11.90  19.10   3.60  2.325  2.003  0.877  1.126  0.000  133.1   34.1   99.1    0.0
 1975 175    78  11.50  18.30   2.90  2.205  1.980  0.834  1.146  0.000  135.1   34.9  100.2    0.0
 1975 176    79   7.10  17.70   7.10  1.408  1.408  0.513  0.895  0.000  136.5   35.4  101.1    0.0
 1975 177    80  11.60  23.00  12.40  2.581  1.759  0.986  0.772  0.000  138.3   36.4  101.9    0.0
 1975 178    81   8.90  24.30   9.20  1.950  1.614  0.808  0.807  0.000  139.9   37.2  102.7    0.0
 1975 179    82   5.40  16.60   9.10  1.063  1.063  0.466  0.597  0.000  141.0   37.7  103.3    0.0
 1975 180    83   3.80  18.30   6.90  0.749  0.749  0.337  0.412  0.000  141.7   38.0  103.7    0.0
 1975 181    84   3.50  18.30   9.70  0.707  0.707  0.325  0.382  0.000  142.4   38.3  104.1    0.0
 1975 182    85   3.60  17.50  14.40  0.749  0.749  0.350  0.399  0.000  143.2   38.7  104.5    0.0
 1975 183    86   4.30  17.80  13.40  0.890  0.890  0.424  0.466  0.000  144.0   39.1  104.9    0.0
 1975 184    87   8.80  16.00   7.80  1.684  1.684  0.819  0.865  0.000  145.7   39.9  105.8    0.0
 1975 185    88   8.50  20.60   5.70  1.698  1.698  0.847  0.851  0.000  147.4   40.8  106.7    0.0
 1975 186    89  10.20  14.80   7.80  1.909  1.909  0.986  0.923  0.000  149.3   41.8  107.6    0.0
 1975 187    90  12.30  14.10   5.50  2.224  2.224  1.171  1.053  0.000  151.6   42.9  108.6    0.0
 1975 188    91  12.40  19.40   4.30  2.392  2.392  1.275  1.116  0.000  154.0   44.2  109.8    0.0
 1975 189    92  12.40  20.90   5.90  2.477  2.477  1.331  1.146  0.000  156.4   45.5  110.9    0.0
 1975 190    93   9.20  23.40   8.80  1.944  1.944  1.078  0.867  0.000  158.4   46.6  111.8    0.0
 1975 191    94   7.00  21.80  14.80  1.521  1.521  0.872  0.649  0.000  159.9   47.5  112.4    0.0
 1975 192    95   3.60  15.50  12.30  0.703  0.703  0.412  0.291  0.000  160.6   47.9  112.7    0.0
 1975 193    96  10.90  14.90   5.30  1.971  1.971  1.166  0.805  0.000  162.6   49.1  113.5    0.0
 1975 194    97   4.70  18.80   2.60  0.876  0.876  0.523  0.353  0.000  163.4   49.6  113.9    0.0
 1975 195    98   3.70  18.60  11.30  0.750  0.750  0.420  0.330  0.000  164.2   50.0  114.2    0.0
 1975 196    99  12.30  12.70   5.60  2.166  2.166  1.226  0.940  0.000  166.4   51.2  115.1    0.0
 1975 197   100   9.60   7.50   2.20  1.495  1.495  0.848  0.647  0.000  167.9   52.1  115.8    0.0
 1975 198   101  10.50  10.30   1.20  1.711  1.711  0.875  0.836  0.000  169.6   53.0  116.6    0.0
 1975 199   102  11.80  10.20   0.00  1.918  1.918  0.815  1.103  0.000  171.5   53.8  117.7    0.0
 1975 200   103  12.20  13.10  -1.30  2.092  2.092  0.626  1.466  0.000  173.6   54.4  119.2    0.0
 1975 201   104  12.00  14.90  -2.10  2.146  1.945  0.336  1.609  0.000  175.5   54.7  120.8    0.0
 1975 202   105  12.20  13.90  -1.80  2.185  2.185  0.129  2.056  0.000  177.7   54.9  122.8    0.0
 1975 203   106   5.80  15.40   3.20  1.127  1.127  0.027  1.100  0.000  178.8   54.9  123.9    0.0
 1975 204   107   5.50  16.60   7.70  1.137  1.137  0.026  1.111  0.000  180.0   54.9  125.1    0.0
 1975 205   108   6.80  13.40   7.30  1.336  1.336  0.031  1.305  0.000  181.3   54.9  126.4    0.0
 1975 206   109  10.90  10.80   3.10  1.968  1.968  0.046  1.922  0.000  183.3   55.0  128.3    0.0
 1975 207   110  11.60  10.30  -0.40  1.998  0.963  0.043  0.920  0.000  184.2   55.0  129.2    0.0
 1975 208   111   7.70  12.40   3.60  1.437  0.832  0.018  0.814  0.000  185.1   55.1  130.0    0.0
 1975 209   112   5.50  14.10   9.20  1.115  1.115  0.013  1.101  0.000  186.2   55.1  131.1    0.0
 1975 210   113   4.50  15.00   8.20  0.915  0.915  0.011  0.904  0.000  187.1   55.1  132.0    0.0
 1975 211   114   4.10  11.70   8.40  0.795  0.795  0.009  0.786  0.000  187.9   55.1  132.8    0.0
 1975 212   115   6.00  18.50   9.60  1.299  1.045  0.015  1.030  0.000  188.9   55.1  133.8    0.0
 1975 213   116   9.80  23.00  10.50  2.269  0.947  0.027  0.921  0.000  189.9   55.1  134.8    0.0
 1975 214   117   6.90  18.60   9.40  1.493  0.862  0.019  0.843  0.000  190.8   55.1  135.6    0.0
 1975 215   118   7.90  13.60   7.30  1.560  0.704  0.020  0.684  0.000  191.5   55.2  136.3    0.0
 1975 216   119  11.20  14.00   2.50  2.118  0.664  0.027  0.637  0.000  192.1   55.2  136.9    0.0
 1975 217   120  11.90  14.20   3.60  2.284  0.625  0.026  0.598  0.000  192.7   55.2  137.5    0.0
 1975 218   121  11.60  15.00   0.30  2.179  0.590  0.024  0.566  0.000  193.3   55.2  138.1    0.0
 1975 219   122   4.40  14.90   2.80  0.847  0.545  0.006  0.539  0.000  193.9   55.3  138.6    0.0
 1975 220   123   4.30  14.30   8.80  0.871  0.521  0.006  0.515  0.000  194.4   55.3  139.1    0.0
 1975 221   124   4.40  14.30  10.80  0.909  0.909  0.006  0.903  0.000  195.3   55.3  140.0    0.0
 1975 222   125   4.40  15.00  12.70  0.935  0.935  0.006  0.929  0.000  196.2   55.3  141.0    0.0
 1975 223   126   5.80  12.40   9.40  1.150  1.150  0.007  1.143  0.000  197.4   55.3  142.1    0.0
 1975 224   127  13.50  19.90   7.40  2.922  2.922  0.016  2.906  0.000  200.3   55.3  145.0    0.0
 1975 225   128  14.60  15.50   5.00  2.901  2.901  0.016  2.885  0.000  203.2   55.3  147.9    0.0
 1975 226   129   6.30  14.00   3.00  1.199  0.806  0.007  0.799  0.000  204.0   55.3  148.7    0.0
 1975 227   130   5.00  16.70  10.60  1.067  1.067  0.005  1.062  0.000  205.1   55.3  149.8    0.0
 1975 228   131   7.60  17.80   7.10  1.594  1.594  0.007  1.586  0.000  206.7   55.3  151.4    0.0
 1975 229   132  15.00  18.30   3.70  3.067  2.310  0.013  2.297  0.000  209.0   55.3  153.7    0.0
 1975 230   133  13.80  19.20   8.00  2.976  2.756  0.012  2.744  0.000  211.8   55.4  156.4    0.0
 1975 231   134  12.50  20.50  10.30  2.800  1.410  0.011  1.399  0.000  213.2   55.4  157.8    0.0
 1975 232   135   6.80  18.40  12.10  1.505  1.195  0.006  1.189  0.000  214.4   55.4  159.0    0.0
 1975 233   136  11.60  23.10   9.40  2.667  2.667  0.009  2.658  0.000  217.0   55.4  161.6    0.0
 1975 234   137   4.90  17.60  14.80  1.099  1.099  0.004  1.096  0.000  218.1   55.4  162.7    0.0
 1975 235   138   5.80  17.10  13.20  1.274  1.274  0.004  1.270  0.000  219.4   55.4  164.0    0.0
 1975 236   139   9.70  18.80  11.80  2.153  2.153  0.006  2.147  0.000  221.5   55.4  166.2    0.0
 1975 237   140   5.20  14.30   3.90  1.004  1.004  0.002  1.002  0.000  222.6   55.4  167.2    0.0
 1975 238   141  17.40  12.50   1.70  3.192  3.192  0.007  3.185  0.000  225.7   55.4  170.3    0.0
 1975 239   142  10.80  15.30   1.90  2.075  2.075  0.003  2.072  0.000  227.8   55.4  172.4    0.0
 1975 240   143  12.80  18.70   7.60  2.732  2.218  0.002  2.215  0.000  230.0   55.4  174.6    0.0
 1975 241   144  15.70  16.50   5.00  3.169  2.814  0.002  2.812  0.000  232.9   55.4  177.4    0.0
 1975 242   145  13.50  17.80   3.40  2.734  1.726  0.001  1.725  0.000  234.6   55.4  179.2    0.0
 1975 243   146  13.60  19.20   4.80  2.848  1.202  0.000  1.202  0.000  235.8   55.4  180.4    0.0
 1975 244   147  15.00  22.30   8.40  3.386  1.131  0.000  1.131  0.000  236.9   55.4  181.5    0.0
 1975 245   148  18.40  23.10   4.80  4.066  0.822  0.000  0.822  0.000  237.7   55.4  182.3    0.0
 1975 246   149  18.00  22.20   4.40  3.916  0.744  0.000  0.744  0.000  238.5   55.4  183.1    0.0
 1975 247   150  12.30  21.30   9.20  2.759  0.884  0.000  0.884  0.000  239.4   55.4  184.0    0.0
 1975 248   151   6.80  20.90  13.40  1.574  0.737  0.000  0.737  0.000  240.1   55.4  184.7    0.0
 1975 249   152   8.40  13.70   4.50  1.618  1.618  0.000  1.618  0.000  241.7   55.4  186.3    0.0
 1975 250   153  18.10  16.90   2.00  3.568  3.568  0.000  3.568  0.000  245.3   55.4  189.9    0.0
 1975 251   154   6.20  18.60   5.50  1.296  1.104  0.000  1.104  0.000  246.4   55.4  191.0    0.0
 1975 252   155   8.00  17.20  10.10  1.712  1.712  0.000  1.712  0.000  248.1   55.4  192.7    0.0
 1975 253   156  11.70  19.10   6.60  2.489  2.082  0.000  2.082  0.000  250.2   55.4  194.8    0.0
 1975 254   157  18.50  18.40   3.50  3.783  1.319  0.000  1.319  0.000  251.5   55.4  196.1    0.0
 1975 255   158   6.20  20.40  10.60  1.392  1.392  0.000  1.392  0.000  252.9   55.4  197.5    0.0
 1975 256   159  15.50  20.60   9.40  3.451  1.680  0.000  1.680  0.000  254.6   55.4  199.2    0.0
 1975 257   160   9.90  18.00   9.90  2.138  2.138  0.000  2.138  0.000  256.7   55.4  201.3    0.0
 1975 258   161  19.30  19.40   5.30  4.073  0.893  0.000  0.893  0.000  257.6   55.4  202.2    0.0
 1975 259   162  15.20  20.60   6.40  3.294  1.095  0.000  1.095  0.000  258.7   55.4  203.3    0.0
 1975 260   163  19.10  21.80   8.90  4.302  0.724  0.000  0.724  0.000  259.4   55.4  204.0    0.0
 1975 261   164   6.20  18.60  13.10  1.389  0.669  0.000  0.669  0.000  260.1   55.4  204.7    0.0
 1975 262   165   6.20  19.00  15.10  1.421  0.825  0.000  0.825  0.000  260.9   55.4  205.5    0.0
 1975 263   166  18.40  21.90  15.80  4.400  4.400  0.000  4.400  0.000  265.3   55.4  209.9    0.0
 1975 264   167  15.50  21.00  10.80  3.512  2.700  0.000  2.700  0.000  268.0   55.4  212.6    0.0
 1975 265   168  20.30  19.20   6.60  4.324  2.488  0.000  2.488  0.000  270.5   55.4  215.1    0.0
 1975 266   169  21.10  22.10   8.00  4.734  1.392  0.000  1.392  0.000  271.9   55.4  216.5    0.0
 1975 267   170  12.10  15.50   6.40  2.440  1.086  0.000  1.086  0.000  273.0   55.4  217.6    0.0
 1975 268   171  21.00  15.30   2.40  4.056  0.922  0.000  0.922  0.000  273.9   55.4  218.5    0.0
 1975 269   172  19.60  18.30   1.00  3.906  0.815  0.000  0.815  0.000  274.7   55.4  219.3    0.0
 1975 270   173   9.90  19.70  12.10  2.231  0.739  0.000  0.739  0.000  275.5   55.4  220.1    0.0
 1975 271   174  13.70  23.00  14.10  3.275  0.681  0.000  0.681  0.000  276.1   55.4  220.7    0.0
 1975 272   175   6.70  17.10  14.30  1.487  1.487  0.000  1.487  0.000  277.6   55.4  222.2    0.0
