*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:44:49

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0105 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1975 100     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 101     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 102     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 103     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 104     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 105     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 106     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 107    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 108    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1975 109    12     9    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1975 110    13    10    1.3    0.0    1.3   0.00   4.51    0.2    0.6    0.6    4.5   4.51   1.09    0.00    0.00
 1975 111    14    11    1.3    0.0    1.3   0.00   4.47    0.2    0.6    0.6    4.5   4.47   1.12    0.00    0.00
 1975 112    15    12    1.2    0.0    1.2   0.00   4.43    0.2    0.6    0.6    4.4   4.43   1.14    0.00    0.00
 1975 113    16    13    1.2    0.0    1.2   0.00   4.41    0.2    0.6    0.6    4.4   4.41   1.20    0.00    0.00
 1975 114    17    14    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.21    0.00    0.00
 1975 115    18    15    1.2    0.0    1.2   0.00   4.35    0.3    0.6    0.6    4.4   4.35   1.24    0.00    0.00
 1975 116    19    16    1.2    0.0    1.2   0.00   3.51    0.3    0.7    0.5    3.5   3.51   1.15    0.00    0.00
 1975 117    20    17    1.5    0.0    1.5   0.00   3.67    0.6    1.0    0.5    3.7   3.67   1.09    0.00    0.01
 1975 118    21    18    1.7    0.0    1.7   0.00   3.41    0.9    1.3    0.5    3.4   3.41   1.22    0.00    0.01
 1975 119    22    19    2.2    0.0    2.2   0.00   3.71    1.3    1.6    0.5    3.7   3.71   1.16    0.00    0.01
 1975 120    23    20    2.5    0.0    2.5   0.00   3.94    1.8    1.9    0.6    3.9   3.94   1.38    0.00    0.01
 1975 121    24    21    2.6    0.0    2.6   0.00   3.99    2.1    2.1    0.6    4.0   3.99   1.30    0.00    0.02
 1975 122    25    22    2.8    0.0    2.8   0.00   3.97    2.2    2.2    0.6    4.0   3.97   1.23    0.00    0.02
 1975 123    26    23    2.9    0.0    2.9   0.00   3.84    2.6    2.4    0.5    3.8   3.84   1.26    0.00    0.02
 1975 124    27    24    3.2    0.0    3.2   0.00   3.92    3.1    2.6    0.5    3.9   3.92   1.29    0.00    0.03
 1975 125    28    25    3.4    0.0    3.4   0.00   3.97    3.5    2.8    0.6    4.0   3.97   1.29    0.00    0.03
 1975 126    29    26    3.6    0.0    3.6   0.00   3.91    3.7    3.0    0.5    3.9   3.91   1.21    0.00    0.04
 1975 127    30    27    3.8    0.0    3.8   0.00   3.82    4.0    3.2    0.5    3.8   3.82   1.17    0.00    0.05
 1975 128    31    28    4.1    0.0    4.1   0.00   3.67    4.4    3.6    0.5    3.7   3.67   1.13    0.00    0.05
 1975 129    32    29    4.5    0.0    4.5   0.00   3.41    4.8    4.1    0.5    3.4   3.41   1.10    0.00    0.06
 1975 130    33    30    5.4    0.0    5.4   0.00   3.50    5.7    4.9    0.5    3.5   3.50   1.08    0.00    0.07
 1975 131    34    31    6.2    0.0    6.2   0.00   3.75    6.5    5.7    0.5    3.8   3.75   1.08    0.00    0.08
 1975 132    35    32    6.7    0.0    6.7   0.00   3.59    7.0    6.2    0.5    3.6   3.59   1.09    0.00    0.08
 1975 133    36    33    7.4    0.0    7.4   0.00   3.71    7.8    6.9    0.5    3.7   3.71   1.08    0.00    0.09
 1975 134    37    34    8.0    0.0    8.0   0.00   3.69    8.4    7.5    0.5    3.7   3.69   1.09    0.00    0.10
 1975 135    38    35    8.6    0.0    8.6   0.00   3.53    9.3    8.1    0.5    3.5   3.53   1.17    0.00    0.11
 1975 136    39    36    9.6    0.0    9.6   0.00   3.83   10.7    9.1    0.5    3.8   3.83   1.25    0.00    0.12
 1975 137    40    37    9.9    0.0    9.9   0.00   3.79   11.3    9.4    0.5    3.8   3.79   1.26    0.00    0.13
 1975 138    41    38   10.3    0.0   10.3   0.00   3.81   11.8    9.8    0.5    3.8   3.81   1.20    0.00    0.14
 1975 139    42    39   10.6    0.0   10.6   0.00   3.75   12.3   10.1    0.5    3.7   3.75   1.18    0.00    0.16
 1975 140    43    40   11.1    0.0   11.1   0.00   3.63   12.9   10.6    0.5    3.6   3.63   1.15    0.00    0.17
 1975 141    44    41   11.9    0.0   11.9   0.00   3.60   14.0   11.4    0.5    3.6   3.60   1.15    0.00    0.19
 1975 142    45    42   12.8    0.0   12.8   0.00   3.81   15.6   12.3    0.5    3.8   3.81   1.21    0.00    0.20
 1975 143    46    43   13.1    0.0   13.1   0.00   3.58   16.1   12.6    0.5    3.6   3.58   1.16    0.00    0.22
 1975 144    47    44   14.0    0.0   14.0   0.00   3.40   17.2   13.5    0.5    3.4   3.40   1.14    0.00    0.24
 1975 145    48    45   17.0    0.0   17.0   0.00   3.78   20.6   16.4    0.5    3.8   3.78   1.16    0.00    0.27
 1975 146    49    46   18.0    0.0   18.0   0.00   3.68   21.9   17.5    0.5    3.7   3.68   1.14    0.00    0.29
 1975 147    50    47   19.1    0.0   19.1   0.00   3.57   23.6   18.6    0.5    3.6   3.57   1.16    0.00    0.32
 1975 148    51    48   21.0    0.0   21.0   0.00   3.54   25.8   20.5    0.5    3.5   3.54   1.14    0.00    0.34
 1975 149    52    49   22.9    0.0   22.9   0.00   3.51   28.2   22.3    0.6    3.5   3.51   1.15    0.00    0.37
 1975 150    53    50   24.8    0.0   24.8   0.00   3.48   30.0   24.2    0.6    3.5   3.48   1.10    0.00    0.41
 1975 151    54    51   26.1    0.0   26.1   0.00   3.45   31.1   25.4    0.7    3.4   3.45   1.07    0.00    0.44
 1975 152    55    52   27.4    0.0   27.4   0.00   3.49   32.4   26.7    0.7    3.5   3.49   1.07    0.00    0.47
 1975 153    56    53   28.1    0.0   28.1   0.00   3.48   33.8   27.3    0.8    3.5   3.48   1.15    0.00    0.50
