*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:44:49

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0105 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1975 097     0     0     0     0.0   99.5   16645   77.4   22.2  16.7  15.5  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.4   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.79    2.57    0.00    0.00    0.00
 1975 098     1     0     0     0.0  100.3   16644   78.9   21.5  16.7  15.9  15.4   8.8   4.7   0.0   0.1   0.1   0.0   0.0   0.2   0.9   1.4   1.3   1.4  1.51  1.43  1.41  0.00  0.00    1.58    4.07    0.00    0.00    0.00
 1975 099     2     0     0     0.0  101.1   16644   80.3   20.8  16.9  16.2  15.6   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.8   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.35    5.53    0.00    0.00    0.00
 1975 100     3     0     1     0.0  101.9   16643   81.6   20.2   6.0  16.5  19.4   9.0   4.9   0.1   0.2   0.2   0.0   0.0   0.1   0.7   1.3   1.2   1.3  1.51  1.36  1.32  0.00  0.00    3.11    6.83    0.00    0.00    0.00
 1975 101     4     0     1     0.0  102.6   16642   82.7   20.0   6.2  16.0  19.8   9.2   4.9   0.1   0.2   0.3   0.0   0.0   0.1   0.8   1.3   1.1   1.2  1.52  1.33  1.28  0.00  0.00    3.84    7.84    0.00    0.00    0.00
 1975 102     5     0     1     0.0  103.3   16641   83.8   19.5   6.3  16.1  20.0   9.3   5.0   0.1   0.3   0.3   0.0   0.0   0.1   0.7   1.3   1.1   1.2  1.52  1.29  1.24  0.00  0.00    4.56    9.03    0.00    0.00    0.00
 1975 103     6     0     1     0.0  104.0   16641   84.9   19.1   6.4  16.2  20.1   9.5   5.1   0.1   0.3   0.3   0.0   0.0   0.1   0.7   1.3   1.1   1.1  1.52  1.26  1.21  0.00  0.00    5.25   10.11    0.00    0.00    0.00
 1975 104     7     0     1     0.0  104.7   16640   86.0   18.7   6.6  16.4  20.2   9.6   5.1   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.2   1.0   1.1  1.53  1.24  1.17  0.00  0.00    5.94   11.15    0.00    0.00    0.00
 1975 105     8     0     1     0.0  105.4   16639   87.0   18.4   6.8  16.5  20.2   9.8   5.2   0.2   0.4   0.4   0.0   0.0   0.1   0.6   1.2   1.0   1.0  1.53  1.21  1.14  0.00  0.00    6.61   12.15    0.00    0.00    0.00
 1975 106     9     0     1     0.0  106.0   16639   87.9   18.1   6.9  16.6  20.3   9.9   5.2   0.2   0.4   0.5   0.0   0.0   0.1   0.6   1.2   0.9   1.0  1.53  1.18  1.10  0.00  0.00    7.27   13.10    0.00    0.00    0.00
