*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:46:13

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0193 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 2000 097     0     0     0     0.0   47.0   12327   27.1   19.9   6.4   5.4   5.9   3.5   0.1   0.0   0.0   0.0   0.0   0.0   0.2   1.3   1.4   1.4   1.4  1.50  1.47  0.00  0.00  0.00    0.50    1.93    0.00    0.00    0.00
 2000 098     1     0     0     0.0   47.5   12326   28.2   19.3   1.9   5.3   7.8   3.6   0.2   0.0   0.1   0.0   0.0   0.0   0.1   1.1   1.4   1.4   1.4  1.50  1.45  0.00  0.00  0.00    0.99    3.04    0.00    0.00    0.00
 2000 099     2     0     0     0.0   47.9   12326   29.0   19.0   0.8   3.4   6.8   5.0   1.2   0.1   0.1   0.0   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.50  1.43  0.00  0.00  0.00    1.48    3.82    0.00    0.00    0.00
 2000 100     3     0     0     0.1   48.4   12325   29.2   19.2   0.9   3.3   6.4   5.0   1.6   0.2   0.1   0.0   0.0   0.0   0.2   1.1   1.4   1.3   1.3  1.51  1.41  0.00  0.00  0.00    1.98    4.12    0.00    0.00    0.00
 2000 101     4     1     1     0.1   49.7   12325   30.1   19.7   1.9   3.3   6.2   4.9   1.8   0.3   0.2   0.0   0.0   0.0   0.9   1.1   1.4   1.4   1.4  1.52  1.39  0.00  0.00  0.00    2.47    4.56    0.00    0.00    0.06
 2000 102     5     1     1     0.1   50.2   12324   30.9   19.3   2.6   3.4   6.2   5.0   1.8   0.3   0.2   0.0   0.0   0.0   0.1   1.1   1.5   1.4   1.4  1.54  1.37  0.00  0.00  0.00    2.96    5.39    0.00    0.00    0.10
 2000 103     6     1     1     0.2   50.6   12324   31.3   19.3   2.7   3.5   6.1   5.0   1.9   0.3   0.2   0.0   0.0   0.0   0.0   1.1   1.5   1.4   1.4  1.55  1.35  0.00  0.00  0.00    3.45    5.82    0.00    0.00    0.17
 2000 104     7     1     1     0.2   51.0   12323   31.6   19.3   2.7   3.6   6.1   4.9   2.0   0.4   0.2   0.0   0.0   0.0   0.1   1.1   1.5   1.4   1.4  1.56  1.33  0.00  0.00  0.00    3.92    6.23    0.04    0.00    0.18
 2000 105     8     1     1     0.2   51.4   12323   32.1   19.2   2.8   3.7   6.1   4.9   2.0   0.4   0.3   0.0   0.0   0.0   0.1   0.9   1.5   1.4   1.4  1.57  1.31  0.00  0.00  0.00    4.38    6.77    0.05    0.00    0.20
 2000 106     9     1     1     0.2   51.8   12322   32.6   19.2   3.0   3.9   6.2   5.0   2.1   0.4   0.3   0.0   0.0   0.0   0.1   0.8   1.5   1.4   1.4  1.58  1.29  0.00  0.00  0.00    4.83    7.27    0.06    0.00    0.22
