*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 12, 2016; 12:46:13

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0193 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 2000 097     0   120      0      0      0     0     0   110  0.268  0.294  0.306  0.386  0.434  0.406  0.266  0.000  0.000  0.000
 2000 098     1   168     24      0     74     0     0   110  0.507  0.495  0.413  0.387  0.432  0.406  0.266  0.000  0.000  0.000
 2000 099     2   201     40      1    127     0     0   110  0.455  0.491  0.488  0.471  0.464  0.421  0.275  0.000  0.000  0.000
 2000 100     3   187     40     13    127     0     0   110  0.414  0.468  0.467  0.457  0.453  0.415  0.272  0.000  0.000  0.000
 2000 101     4   179     40     20    127     0     0   110  0.407  0.448  0.455  0.449  0.446  0.412  0.269  0.000  0.000  0.000
 2000 102     5   180     40     21    131     0     0   110  0.434  0.441  0.452  0.451  0.447  0.412  0.271  0.000  0.000  0.000
 2000 103     6   175     40     25    131     0     0   110  0.408  0.438  0.445  0.445  0.443  0.409  0.269  0.000  0.000  0.000
 2000 104     7   169     40     27    131     0     0   110  0.361  0.429  0.441  0.442  0.440  0.408  0.268  0.000  0.000  0.000
 2000 105     8   167     40     28    131     0     0   110  0.365  0.416  0.436  0.440  0.438  0.408  0.268  0.000  0.000  0.000
 2000 106     9   166     40     28    131     0     0   110  0.364  0.410  0.433  0.440  0.438  0.408  0.268  0.000  0.000  0.000
 2000 107    10   165     40     28    131     0     0   110  0.364  0.406  0.431  0.439  0.438  0.408  0.268  0.000  0.000  0.000
 2000 108    11   174     40     28    141     0     0   110  0.486  0.435  0.430  0.439  0.438  0.408  0.268  0.000  0.000  0.000
 2000 109    12   193     40     29    162     0     0   110  0.472  0.494  0.488  0.460  0.447  0.409  0.269  0.000  0.000  0.000
 2000 110    13   220    105     31    258     0     0     5  0.505  0.536  0.521  0.488  0.465  0.431  0.283  0.000  0.000  0.000
 2000 111    14   228    111     36    281     0     0     5  0.478  0.536  0.521  0.488  0.465  0.448  0.304  0.000  0.000  0.000
 2000 112    15   216    111     44    281     0     0   110  0.393  0.495  0.487  0.468  0.465  0.448  0.329  0.000  0.000  0.000
 2000 113    16   193    111     63    281     0     0   110  0.349  0.458  0.467  0.455  0.454  0.431  0.304  0.000  0.000  0.000
 2000 114    17   181    111     74    281     0     0   110  0.361  0.428  0.454  0.448  0.447  0.421  0.289  0.000  0.000  0.000
 2000 115    18   174    111     80    281     0     0   110  0.370  0.415  0.444  0.444  0.442  0.415  0.280  0.000  0.000  0.000
 2000 116    19   169    111     84    281     0     0   110  0.371  0.410  0.438  0.441  0.440  0.411  0.274  0.000  0.000  0.000
 2000 117    20   167    111     86    281     0     0   110  0.370  0.406  0.434  0.439  0.438  0.409  0.271  0.000  0.000  0.000
 2000 118    21   176    111     86    293     0     0   110  0.487  0.446  0.436  0.439  0.438  0.408  0.270  0.000  0.000  0.000
 2000 119    22   172    111     88    293     0     0   110  0.411  0.441  0.436  0.439  0.438  0.408  0.269  0.000  0.000  0.000
 2000 120    23   169    111     88    293     0     0   110  0.386  0.429  0.436  0.439  0.438  0.408  0.269  0.000  0.000  0.000
 2000 121    24   168    111     88    293     0     0   110  0.386  0.420  0.434  0.439  0.438  0.408  0.269  0.000  0.000  0.000
 2000 122    25   200    111     90    327     0     0   110  0.480  0.489  0.485  0.467  0.465  0.418  0.275  0.000  0.000  0.000
 2000 123    26   225    124     93    370     0     0    15  0.505  0.535  0.520  0.488  0.465  0.442  0.293  0.000  0.000  0.000
