*SOIL TEMPERATURE OUTPUT FILE (DAILY)

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 14:59:40

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0097 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  TS1D  TS2D  TS3D  TS4D  TS5D  TS6D  TS7D  TS8D  TS9D  TS10
 1990 184     0  13.7  14.2  15.0  15.8  16.3  16.7  16.9  16.9   0.0   0.0
 1990 185     1  13.2  13.8  14.7  15.5  16.1  16.6  16.8  16.8   0.0   0.0
 1990 186     2  13.5  14.0  14.9  15.6  16.2  16.6  16.8  16.8   0.0   0.0
 1990 187     3  13.9  14.4  15.2  15.8  16.3  16.8  16.9  16.9   0.0   0.0
 1990 188     4  14.5  14.9  15.5  16.1  16.5  16.9  17.0  17.0   0.0   0.0
 1990 189     5  15.0  15.4  15.9  16.4  16.7  17.0  17.1  17.0   0.0   0.0
 1990 190     6  15.4  15.7  16.1  16.5  16.8  17.1  17.1  17.1   0.0   0.0
 1990 191     7  15.2  15.5  15.9  16.4  16.7  17.0  17.1  17.0   0.0   0.0
 1990 192     8  15.2  15.5  15.9  16.4  16.7  17.0  17.1  17.0   0.0   0.0
 1990 193     9  15.1  15.4  15.9  16.4  16.7  17.0  17.1  17.0   0.0   0.0
 1990 194    10  15.5  15.7  16.1  16.5  16.8  17.1  17.1  17.1   0.0   0.0
 1990 195    11  16.2  16.3  16.6  16.9  17.1  17.2  17.2  17.1   0.0   0.0
 1990 196    12  17.1  17.1  17.2  17.3  17.4  17.4  17.3  17.2   0.0   0.0
 1990 197    13  16.4  16.5  16.7  16.9  17.1  17.2  17.2  17.1   0.0   0.0
 1990 198    14  15.5  15.7  16.0  16.4  16.7  17.0  17.1  17.0   0.0   0.0
 1990 199    15  13.9  14.3  15.0  15.6  16.1  16.6  16.8  16.9   0.0   0.0
 1990 200    16  12.1  12.8  13.7  14.7  15.4  16.1  16.5  16.6   0.0   0.0
 1990 201    17  10.1  11.0  12.3  13.6  14.6  15.6  16.2  16.4   0.0   0.0
 1990 202    18   8.9  10.0  11.5  13.0  14.1  15.3  16.0  16.3   0.0   0.0
 1990 203    19   8.2   9.4  11.0  12.6  13.9  15.1  15.9  16.2   0.0   0.0
 1990 204    20   8.0   9.2  10.9  12.5  13.8  15.0  15.8  16.2   0.0   0.0
