*SOIL TEMPERATURE OUTPUT FILE (DAILY)

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 16, 2016; 17:55:43

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0214 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  TS1D  TS2D  TS3D  TS4D  TS5D  TS6D  TS7D  TS8D  TS9D  TS10
 2000 302     0  16.5  16.2  15.8  15.6  15.6  15.7  15.9   0.0   0.0   0.0
 2000 303     1  16.4  16.0  15.6  15.5  15.5  15.6  15.9   0.0   0.0   0.0
 2000 304     2  17.7  17.2  16.6  16.2  16.0  16.0  16.1   0.0   0.0   0.0
 2000 305     3  18.9  18.2  17.4  16.7  16.4  16.3  16.4   0.0   0.0   0.0
 2000 306     4  20.0  19.2  18.1  17.3  16.9  16.6  16.6   0.0   0.0   0.0
 2000 307     5  21.5  20.5  19.2  18.1  17.4  17.0  16.8   0.0   0.0   0.0
 2000 308     6  22.4  21.3  19.8  18.5  17.8  17.3  17.0   0.0   0.0   0.0
 2000 309     7  21.6  20.6  19.2  18.1  17.5  17.0  16.8   0.0   0.0   0.0
 2000 310     8  21.5  20.4  19.1  18.0  17.4  17.0  16.8   0.0   0.0   0.0
 2000 311     9  21.1  20.2  18.9  17.9  17.3  16.9  16.7   0.0   0.0   0.0
 2000 312    10  20.6  19.7  18.5  17.6  17.1  16.7  16.6   0.0   0.0   0.0
 2000 313    11  20.5  19.6  18.5  17.6  17.0  16.7  16.6   0.0   0.0   0.0
 2000 314    12  20.6  19.7  18.5  17.6  17.1  16.7  16.6   0.0   0.0   0.0
 2000 315    13  20.2  19.4  18.3  17.4  16.9  16.6  16.5   0.0   0.0   0.0
 2000 316    14  20.6  19.7  18.5  17.6  17.1  16.7  16.6   0.0   0.0   0.0
 2000 317    15  21.0  20.1  18.8  17.8  17.2  16.8  16.7   0.0   0.0   0.0
 2000 318    16  21.1  20.1  18.9  17.9  17.2  16.8  16.7   0.0   0.0   0.0
 2000 319    17  20.0  19.2  18.2  17.3  16.8  16.6  16.5   0.0   0.0   0.0
 2000 320    18  19.2  18.5  17.6  16.9  16.5  16.3  16.3   0.0   0.0   0.0
 2000 321    19  18.8  18.1  17.3  16.7  16.4  16.2  16.2   0.0   0.0   0.0
 2000 322    20  19.7  19.0  18.0  17.2  16.7  16.5  16.4   0.0   0.0   0.0
 2000 323    21  21.1  20.2  18.9  17.9  17.3  16.8  16.6   0.0   0.0   0.0
 2000 324    22  22.4  21.3  19.8  18.5  17.7  17.2  16.9   0.0   0.0   0.0
 2000 325    23  23.5  22.2  20.5  19.1  18.1  17.5  17.1   0.0   0.0   0.0
 2000 326    24  24.0  22.7  20.9  19.4  18.4  17.6  17.2   0.0   0.0   0.0
 2000 327    25  23.5  22.3  20.6  19.1  18.2  17.5  17.1   0.0   0.0   0.0
 2000 328    26  23.7  22.5  20.7  19.2  18.3  17.5  17.1   0.0   0.0   0.0
 2000 329    27  23.2  22.0  20.4  19.0  18.1  17.4  17.0   0.0   0.0   0.0
 2000 330    28  23.4  22.2  20.5  19.1  18.2  17.5  17.0   0.0   0.0   0.0
 2000 331    29  23.7  22.4  20.7  19.2  18.2  17.5  17.1   0.0   0.0   0.0
 2000 332    30  24.5  23.1  21.3  19.7  18.6  17.8  17.2   0.0   0.0   0.0
 2000 333    31  23.3  22.1  20.4  19.0  18.1  17.4  17.0   0.0   0.0   0.0
 2000 334    32  23.4  22.2  20.5  19.1  18.1  17.5  17.0   0.0   0.0   0.0
