*SOIL TEMPERATURE OUTPUT FILE (DAILY)

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 02, 2016; 15:29:24

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0107 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  TS1D  TS2D  TS3D  TS4D  TS5D  TS6D  TS7D  TS8D  TS9D  TS10
 1990 211     0  10.4  11.3  12.7  14.0  15.1  16.2  16.8  17.1   0.0   0.0
 1990 212     1  10.6  11.5  12.8  14.1  15.2  16.2  16.9  17.1   0.0   0.0
 1990 213     2  11.4  12.2  13.4  14.5  15.5  16.4  17.0  17.2   0.0   0.0
 1990 214     3  12.7  13.3  14.2  15.2  15.9  16.7  17.2  17.3   0.0   0.0
 1990 215     4  14.3  14.6  15.2  15.9  16.5  17.1  17.4  17.5   0.0   0.0
 1990 216     5  16.0  16.1  16.4  16.8  17.1  17.5  17.7  17.7   0.0   0.0
 1990 217     6  18.1  18.0  17.9  17.9  17.9  18.0  18.0  17.9   0.0   0.0
 1990 218     7  19.5  19.2  18.8  18.6  18.5  18.3  18.2  18.1   0.0   0.0
 1990 219     8  20.9  20.3  19.7  19.2  19.0  18.7  18.4  18.2   0.0   0.0
 1990 220     9  21.7  21.0  20.3  19.6  19.2  18.8  18.5  18.3   0.0   0.0
 1990 221    10  21.7  21.0  20.2  19.6  19.2  18.8  18.5  18.3   0.0   0.0
 1990 222    11  21.2  20.6  19.9  19.3  19.0  18.7  18.4  18.2   0.0   0.0
 1990 223    12  21.7  21.0  20.2  19.6  19.2  18.8  18.5  18.3   0.0   0.0
 1990 224    13  22.1  21.3  20.5  19.8  19.3  18.9  18.5  18.3   0.0   0.0
 1990 225    14  22.6  21.8  20.8  20.0  19.5  19.0  18.6  18.4   0.0   0.0
 1990 226    15  23.2  22.3  21.2  20.3  19.7  19.1  18.7  18.4   0.0   0.0
 1990 227    16  22.3  21.5  20.6  19.8  19.4  18.9  18.5  18.3   0.0   0.0
 1990 228    17  20.8  20.2  19.5  19.1  18.8  18.5  18.3  18.2   0.0   0.0
 1990 229    18  19.6  19.1  18.7  18.4  18.3  18.2  18.1  18.0   0.0   0.0
 1990 230    19  18.3  18.0  17.8  17.7  17.8  17.8  17.9  17.8   0.0   0.0
 1990 231    20  17.5  17.4  17.3  17.3  17.4  17.6  17.7  17.8   0.0   0.0
 1990 232    21  18.4  18.1  17.8  17.7  17.7  17.8  17.9  17.8   0.0   0.0
 1990 233    22  18.7  18.3  18.0  17.9  17.8  17.9  17.9  17.9   0.0   0.0
 1990 234    23  18.2  17.9  17.7  17.6  17.6  17.7  17.8  17.8   0.0   0.0
 1990 235    24  17.4  17.2  17.1  17.2  17.3  17.5  17.7  17.7   0.0   0.0
 1990 236    25  16.6  16.5  16.6  16.8  17.0  17.3  17.5  17.6   0.0   0.0
 1990 237    26  16.9  16.8  16.8  16.9  17.1  17.4  17.6  17.6   0.0   0.0
 1990 238    27  17.8  17.6  17.4  17.3  17.4  17.6  17.7  17.7   0.0   0.0
 1990 239    28  17.5  17.3  17.1  17.2  17.3  17.5  17.6  17.7   0.0   0.0
 1990 240    29  16.6  16.5  16.5  16.7  16.9  17.2  17.5  17.6   0.0   0.0
 1990 241    30  16.0  16.0  16.1  16.4  16.7  17.1  17.4  17.5   0.0   0.0
 1990 242    31  15.5  15.6  15.7  16.1  16.5  16.9  17.3  17.4   0.0   0.0
 1990 243    32  13.1  13.5  14.1  14.8  15.5  16.3  16.9  17.1   0.0   0.0
 1990 244    33  11.9  12.4  13.2  14.2  15.0  16.0  16.7  17.0   0.0   0.0
