*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 01, 2016; 15:14:21

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0102 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1975 184     0   121      0      0      5     0     0   125  0.456  0.394  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1975 185     1   119      0      0      5     0     0   125  0.414  0.397  0.394  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1975 186     2   130      0      0     17     0     0   125  0.525  0.445  0.394  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1975 187     3   157      0      0     17     1    30   125  0.497  0.577  0.501  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1975 188     4   155      0      0     17     1    30   125  0.479  0.538  0.513  0.339  0.377  0.417  0.408  0.395  0.000  0.000
 1975 189     5   153      0      0     17     1    30   125  0.477  0.518  0.511  0.343  0.378  0.416  0.408  0.395  0.000  0.000
 1975 190     6   151      0      0     17     1    30   125  0.455  0.508  0.507  0.346  0.378  0.416  0.408  0.395  0.000  0.000
 1975 191     7   151      0      0     19     1    30   125  0.481  0.499  0.504  0.349  0.378  0.415  0.408  0.395  0.000  0.000
 1975 192     8   162      0      0     31     1    30   125  0.560  0.556  0.508  0.351  0.379  0.415  0.408  0.395  0.000  0.000
 1975 193     9   176      0      0     48     1    30   125  0.525  0.561  0.570  0.398  0.379  0.415  0.408  0.395  0.000  0.000
 1975 194    10   175      0      0     48     1    30   125  0.521  0.546  0.555  0.417  0.380  0.414  0.408  0.395  0.000  0.000
 1975 195    11   175      0      0     48     1    30   125  0.539  0.537  0.548  0.424  0.382  0.414  0.407  0.395  0.000  0.000
 1975 196    12   213      0      1     90     1    30   125  0.519  0.570  0.566  0.470  0.462  0.446  0.426  0.402  0.000  0.000
 1975 197    13   200      0     12     90     1    30   125  0.506  0.549  0.556  0.457  0.450  0.435  0.419  0.399  0.000  0.000
 1975 198    14   198      0     13     90     1    30   125  0.504  0.534  0.550  0.453  0.448  0.432  0.423  0.404  0.000  0.000
