*SOIL TEMPERATURE OUTPUT FILE (DAILY)

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:15

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0131 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  TS1D  TS2D  TS3D  TS4D  TS5D  TS6D  TS7D  TS8D  TS9D  TS10
 1987 227     0  17.2  17.1  17.1  17.2  17.4  17.6  17.7  17.7   0.0   0.0
 1987 228     1  16.1  16.2  16.4  16.7  17.0  17.3  17.6  17.6   0.0   0.0
 1987 229     2  14.2  14.5  15.0  15.7  16.2  16.8  17.2  17.4   0.0   0.0
 1987 230     3  12.5  13.0  13.9  14.8  15.6  16.4  17.0  17.2   0.0   0.0
 1987 231     4  10.9  11.6  12.7  13.9  14.9  16.0  16.7  17.0   0.0   0.0
 1987 232     5   9.8  10.7  12.0  13.3  14.4  15.7  16.5  16.9   0.0   0.0
 1987 233     6   9.7  10.6  11.9  13.3  14.4  15.6  16.5  16.8   0.0   0.0
 1987 234     7  11.3  11.9  13.0  14.1  15.0  16.0  16.7  17.0   0.0   0.0
 1987 235     8  12.8  13.3  14.0  14.8  15.6  16.4  16.9  17.2   0.0   0.0
 1987 236     9  14.4  14.6  15.1  15.6  16.1  16.8  17.2  17.4   0.0   0.0
 1987 237    10  16.4  16.4  16.4  16.6  16.9  17.3  17.5  17.6   0.0   0.0
 1987 238    11  17.8  17.6  17.4  17.3  17.4  17.6  17.7  17.7   0.0   0.0
 1987 239    12  18.6  18.2  17.9  17.7  17.7  17.8  17.8  17.8   0.0   0.0
 1987 240    13  18.4  18.1  17.8  17.6  17.6  17.7  17.8  17.8   0.0   0.0
 1987 241    14  17.4  17.2  17.0  17.1  17.2  17.4  17.6  17.6   0.0   0.0
 1987 242    15  15.9  15.9  16.0  16.3  16.6  17.0  17.3  17.5   0.0   0.0
 1987 243    16  14.7  14.9  15.2  15.7  16.1  16.7  17.1  17.3   0.0   0.0
 1987 244    17  13.7  14.0  14.5  15.1  15.7  16.4  17.0  17.2   0.0   0.0
 1987 245    18  13.2  13.5  14.1  14.8  15.5  16.3  16.9  17.1   0.0   0.0
 1987 246    19  13.8  14.1  14.6  15.2  15.7  16.4  17.0  17.2   0.0   0.0
 1987 247    20  14.1  14.3  14.7  15.3  15.8  16.5  17.0  17.2   0.0   0.0
 1987 248    21  14.1  14.3  14.7  15.3  15.8  16.5  17.0  17.2   0.0   0.0
 1987 249    22  13.9  14.1  14.5  15.1  15.7  16.4  16.9  17.2   0.0   0.0
 1987 250    23  14.4  14.5  14.9  15.4  15.9  16.5  17.0  17.2   0.0   0.0
 1987 251    24  14.9  15.0  15.3  15.7  16.1  16.6  17.1  17.3   0.0   0.0
 1987 252    25  15.8  15.8  15.9  16.1  16.4  16.8  17.2  17.4   0.0   0.0
 1987 253    26  16.3  16.2  16.2  16.3  16.6  16.9  17.3  17.4   0.0   0.0
 1987 254    27  16.9  16.7  16.5  16.6  16.8  17.1  17.3  17.5   0.0   0.0
 1987 255    28  17.0  16.8  16.7  16.7  16.8  17.1  17.4  17.5   0.0   0.0
 1987 256    29  17.7  17.4  17.1  17.0  17.1  17.3  17.4  17.5   0.0   0.0
 1987 257    30  17.5  17.2  17.0  16.9  17.0  17.2  17.4  17.5   0.0   0.0
 1987 258    31  17.5  17.2  16.9  16.9  17.0  17.2  17.4  17.5   0.0   0.0
 1987 259    32  16.5  16.4  16.3  16.4  16.6  16.9  17.2  17.4   0.0   0.0
 1987 260    33  16.2  16.0  16.0  16.1  16.4  16.8  17.1  17.3   0.0   0.0
 1987 261    34  14.8  14.8  15.1  15.4  15.9  16.4  16.9  17.1   0.0   0.0
 1987 262    35  13.9  14.1  14.5  15.0  15.5  16.2  16.8  17.0   0.0   0.0
 1987 263    36  13.9  14.1  14.4  15.0  15.5  16.2  16.7  17.0   0.0   0.0
 1987 264    37  14.1  14.2  14.5  15.0  15.5  16.2  16.8  17.0   0.0   0.0
 1987 265    38  13.7  13.9  14.3  14.8  15.4  16.1  16.7  17.0   0.0   0.0
 1987 266    39  13.8  14.0  14.3  14.9  15.4  16.1  16.7  17.0   0.0   0.0
 1987 267    40  14.8  14.8  15.0  15.4  15.8  16.3  16.8  17.1   0.0   0.0
 1987 268    41  16.0  15.9  15.9  16.0  16.2  16.7  17.0  17.2   0.0   0.0
 1987 269    42  18.2  17.7  17.3  17.1  17.0  17.2  17.4  17.5   0.0   0.0
 1987 270    43  19.5  18.9  18.2  17.7  17.5  17.5  17.5  17.6   0.0   0.0
 1987 271    44  20.1  19.4  18.6  18.0  17.8  17.6  17.6  17.7   0.0   0.0
 1987 272    45  20.8  20.0  19.1  18.4  18.0  17.8  17.7  17.7   0.0   0.0
 1987 273    46  20.1  19.4  18.6  18.0  17.8  17.6  17.6  17.6   0.0   0.0
 1987 274    47  19.1  18.6  17.9  17.5  17.4  17.3  17.4  17.5   0.0   0.0
 1987 275    48  18.4  18.0  17.4  17.1  17.1  17.2  17.3  17.4   0.0   0.0
 1987 276    49  18.2  17.7  17.3  17.0  17.0  17.1  17.3  17.4   0.0   0.0
 1987 277    50  18.1  17.7  17.2  17.0  16.9  17.1  17.2  17.4   0.0   0.0
 1987 278    51  19.2  18.6  17.9  17.5  17.3  17.3  17.4  17.5   0.0   0.0
 1987 279    52  19.9  19.3  18.5  17.9  17.6  17.5  17.5  17.6   0.0   0.0
 1987 280    53  20.6  19.8  18.9  18.2  17.8  17.6  17.6  17.6   0.0   0.0
 1987 281    54  20.9  20.1  19.1  18.3  17.9  17.7  17.6  17.6   0.0   0.0
 1987 282    55  20.6  19.9  18.9  18.2  17.8  17.6  17.6  17.6   0.0   0.0
 1987 283    56  21.5  20.6  19.5  18.7  18.2  17.8  17.7  17.7   0.0   0.0
 1987 284    57  21.6  20.7  19.6  18.7  18.2  17.8  17.7  17.7   0.0   0.0
 1987 285    58  22.0  21.0  19.8  18.9  18.3  17.9  17.8  17.7   0.0   0.0
 1987 286    59  21.6  20.7  19.6  18.7  18.2  17.8  17.7  17.7   0.0   0.0
 1987 287    60  20.8  20.0  19.0  18.3  17.9  17.6  17.6  17.6   0.0   0.0
 1987 288    61  18.5  18.0  17.4  17.1  17.0  17.0  17.2  17.3   0.0   0.0
 1987 289    62  17.6  17.2  16.8  16.6  16.6  16.8  17.0  17.2   0.0   0.0
 1987 290    63  17.3  17.0  16.6  16.4  16.5  16.7  17.0  17.1   0.0   0.0
 1987 291    64  18.0  17.5  17.0  16.8  16.7  16.8  17.1  17.2   0.0   0.0
 1987 292    65  18.7  18.1  17.5  17.1  17.0  17.0  17.2  17.3   0.0   0.0
